	source	target	weight
455	Edoxaban (DB09075)	Nafamostat (DB12598)	1
456	Candesartan (DB13919)	Eprosartan (DB00876)	1
457	Candesartan (DB13919)	Irbesartan (DB01029)	1
458	Candesartan (DB13919)	Losartan (DB00678)	1
459	Candesartan (DB13919)	Olmesartan (DB00275)	1
460	Candesartan (DB13919)	Telmisartan (DB00966)	1
461	Clofazimine (DB00845)	Oleic Acid (DB04224)	1
462	Clofazimine (DB00845)	Pioglitazone (DB01132)	1
463	Clofazimine (DB00845)	Cannabidiol (DB09061)	1
464	Clofazimine (DB00845)	alpha-Linolenic acid (DB00132)	1
465	Clofazimine (DB00845)	Valproic acid (DB00313)	1
466	Clofazimine (DB00845)	Telmisartan (DB00966)	1
467	Clofazimine (DB00845)	Icosapent (DB00159)	1
468	Clofazimine (DB00845)	Resveratrol (DB02709)	1
469	Tetrandrine (DB14066)	Roxithromycin (DB00778)	1
470	Camphor (DB01744)	Levomenthol (DB00825)	3
471	Camphor (DB01744)	Resiniferatoxin (DB06515)	1
472	Camphor (DB01744)	Cannabidiol (DB09061)	4
473	Camphor (DB01744)	Tramadol (DB00193)	1
474	Camphor (DB01744)	alpha-Linolenic acid (DB00132)	1
475	Camphor (DB01744)	Acetaminophen (DB00316)	1
476	Camphor (DB01744)	Icosapent (DB00159)	1
477	Colchicine (DB01394)	Artenimol (DB11638)	1
478	Leflunomide (DB01097)	Atovaquone (DB01117)	1
479	Leflunomide (DB01097)	Ginseng (DB01404)	1
480	Leflunomide (DB01097)	Brequinar (DB03523)	1
481	Leflunomide (DB01097)	Fostamatinib (DB12010)	1
482	Leflunomide (DB01097)	Omeprazole (DB00338)	1
483	Leflunomide (DB01097)	Resveratrol (DB02709)	1
484	Metenkefalin (DB12668)	Oxycodone (DB00497)	2
485	Metenkefalin (DB12668)	Cannabidiol (DB09061)	2
486	Metenkefalin (DB12668)	Tramadol (DB00193)	2
487	Metenkefalin (DB12668)	Morphine (DB00295)	2
488	Metenkefalin (DB12668)	Ketamine (DB01221)	2
489	Metenkefalin (DB12668)	Naltrexone (DB00704)	2
490	Quetiapine (DB01224)	Diphenhydramine (DB01075)	2
491	Quetiapine (DB01224)	Cannabidiol (DB09061)	3
492	Quetiapine (DB01224)	Tramadol (DB00193)	6
493	Quetiapine (DB01224)	Trifluoperazine (DB00831)	2
494	Quetiapine (DB01224)	Verapamil (DB00661)	3
495	Quetiapine (DB01224)	Dexmedetomidine (DB00633)	1
496	Quetiapine (DB01224)	Ketamine (DB01221)	13
497	Quetiapine (DB01224)	Yohimbine (DB01392)	10
498	Quetiapine (DB01224)	Ketotifen (DB00920)	1
499	Ruxolitinib (DB08877)	Zanubrutinib (DB15035)	2
500	Ruxolitinib (DB08877)	Fostamatinib (DB12010)	4
501	Acetylcysteine (DB06151)	Ifenprodil (DB08954)	2
502	Acetylcysteine (DB06151)	Cysteine (DB00151)	1
503	Acetylcysteine (DB06151)	Glutathione (DB00143)	1
504	Acetylcysteine (DB06151)	Acetylsalicylic acid (DB00945)	1
505	Acetylcysteine (DB06151)	Fostamatinib (DB12010)	1
506	Acetylcysteine (DB06151)	Tramadol (DB00193)	5
507	Acetylcysteine (DB06151)	Thimerosal (DB11590)	1
508	Acetylcysteine (DB06151)	Ketamine (DB01221)	1
509	Diphenhydramine (DB01075)	Ketotifen (DB00920)	1
510	Diphenhydramine (DB01075)	Ketamine (DB01221)	1
511	Losartan (DB00678)	Eprosartan (DB00876)	1
512	Losartan (DB00678)	Irbesartan (DB01029)	1
513	Losartan (DB00678)	Olmesartan (DB00275)	1
514	Losartan (DB00678)	Telmisartan (DB00966)	1
515	Prednisolone (DB00860)	Mometasone (DB00764)	1
516	Prednisolone (DB00860)	Betamethasone (DB00443)	1
517	Prednisolone (DB00860)	Prednisone (DB00635)	1
518	Prednisolone (DB00860)	Progesterone (DB00396)	1
519	Prednisolone (DB00860)	Spironolactone (DB00421)	1
520	Prednisolone (DB00860)	Hydrocortisone (DB00741)	1
521	Prednisolone (DB00860)	Budesonide (DB01222)	1
522	Prednisolone (DB00860)	Methylprednisolone (DB00959)	1
523	Prednisolone (DB00860)	Mometasone furoate (DB14512)	1
524	Prednisolone (DB00860)	Prednisolone acetate (DB15566)	1
525	Tranilast (DB07615)	Tretinoin (DB00755)	1
526	Tranilast (DB07615)	Glutathione (DB00143)	1
527	Sildenafil (DB00203)	Fostamatinib (DB12010)	1
528	Bemiparin (DB09258)	Fondaparinux (DB00569)	2
529	Bemiparin (DB09258)	Tinzaparin (DB06822)	1
530	Bemiparin (DB09258)	Sulodexide (DB06271)	2
531	Bemiparin (DB09258)	Apixaban (DB06605)	1
532	Bemiparin (DB09258)	Nadroparin (DB08813)	1
533	Bemiparin (DB09258)	Heparin (DB01109)	2
534	Bemiparin (DB09258)	Nafamostat (DB12598)	1
535	Oleic Acid (DB04224)	Cannabidiol (DB09061)	1
536	Oleic Acid (DB04224)	alpha-Linolenic acid (DB00132)	4
537	Oleic Acid (DB04224)	Valproic acid (DB00313)	3
538	Oleic Acid (DB04224)	Icosapent (DB00159)	3
539	Oleic Acid (DB04224)	Resveratrol (DB02709)	2
540	Oleic Acid (DB04224)	Pioglitazone (DB01132)	1
541	Oleic Acid (DB04224)	Tretinoin (DB00755)	1
542	Oleic Acid (DB04224)	Telmisartan (DB00966)	1
543	Ginseng (DB01404)	Cannabidiol (DB09061)	1
544	Ginseng (DB01404)	Omeprazole (DB00338)	1
545	Ginseng (DB01404)	Acetaminophen (DB00316)	1
546	Ginseng (DB01404)	Icosapent (DB00159)	1
547	Ginseng (DB01404)	Acetylsalicylic acid (DB00945)	1
548	Ginseng (DB01404)	Nimesulide (DB04743)	1
549	Ginseng (DB01404)	Celecoxib (DB00482)	1
550	Ginseng (DB01404)	Resveratrol (DB02709)	2
551	Ginseng (DB01404)	Naproxen (DB00788)	1
552	Ginseng (DB01404)	Thalidomide (DB01041)	1
553	Azithromycin (DB00207)	Citrulline (DB00155)	1
554	Ramelteon (DB00980)	Melatonin (DB01065)	2
555	Ramelteon (DB00980)	Resveratrol (DB02709)	2
556	Verapamil (DB00661)	Levomenthol (DB00825)	2
557	Verapamil (DB00661)	Fluvoxamine (DB00176)	2
558	Verapamil (DB00661)	Cannabidiol (DB09061)	2
559	Verapamil (DB00661)	Tramadol (DB00193)	1
560	Verapamil (DB00661)	Erythromycin (DB00199)	1
561	Verapamil (DB00661)	Tamoxifen (DB00675)	1
562	Verapamil (DB00661)	Trifluoperazine (DB00831)	1
563	Verapamil (DB00661)	Diltiazem (DB00343)	1
564	Verapamil (DB00661)	Spironolactone (DB00421)	5
565	Verapamil (DB00661)	Nifedipine (DB01115)	3
566	Verapamil (DB00661)	Clarithromycin (DB01211)	1
567	Verapamil (DB00661)	Yohimbine (DB01392)	1
568	Ifenprodil (DB08954)	Tramadol (DB00193)	2
569	Galidesivir (DB11676)	Remdesivir (DB14761)	1
570	Clopidogrel (DB00758)	Epoprostenol (DB01240)	1
571	Pentoxifylline (DB00806)	Cannabidiol (DB09061)	1
572	Pentoxifylline (DB00806)	Tramadol (DB00193)	1
573	Pentoxifylline (DB00806)	Defibrotide (DB04932)	2
574	Pentoxifylline (DB00806)	Mefloquine (DB00358)	1
575	Glutathione (DB00143)	Cysteine (DB00151)	1
576	Glutathione (DB00143)	Captopril (DB01197)	1
577	Glutathione (DB00143)	Cannabidiol (DB09061)	2
578	Glutathione (DB00143)	Tretinoin (DB00755)	1
579	Glutathione (DB00143)	Chloroquine (DB00608)	2
580	Sulodexide (DB06271)	Fondaparinux (DB00569)	1
581	Sulodexide (DB06271)	Tinzaparin (DB06822)	1
582	Sulodexide (DB06271)	Nadroparin (DB08813)	1
583	Sulodexide (DB06271)	Heparin (DB01109)	1
584	Telmisartan (DB00966)	Irbesartan (DB01029)	1
585	Telmisartan (DB00966)	Cannabidiol (DB09061)	1
586	Telmisartan (DB00966)	alpha-Linolenic acid (DB00132)	1
587	Telmisartan (DB00966)	Olmesartan (DB00275)	1
588	Telmisartan (DB00966)	Valproic acid (DB00313)	1
589	Telmisartan (DB00966)	Icosapent (DB00159)	1
590	Telmisartan (DB00966)	Resveratrol (DB02709)	1
591	Telmisartan (DB00966)	Eprosartan (DB00876)	1
592	Telmisartan (DB00966)	Pioglitazone (DB01132)	1
593	Ivermectin (DB00602)	Cannabidiol (DB09061)	1
594	Ivermectin (DB00602)	Propofol (DB00818)	1
595	Ivermectin (DB00602)	Sevoflurane (DB01236)	1
596	Ivermectin (DB00602)	Midazolam (DB00683)	1
597	Daclatasvir (DB09102)	Ledipasvir (DB09027)	1
598	Daclatasvir (DB09102)	Velpatasvir (DB11613)	1
599	Duvelisib (DB11952)	Fostamatinib (DB12010)	2
600	Acetaminophen (DB00316)	Cannabidiol (DB09061)	3
601	Acetaminophen (DB00316)	Tramadol (DB00193)	1
602	Acetaminophen (DB00316)	alpha-Linolenic acid (DB00132)	1
603	Acetaminophen (DB00316)	Icosapent (DB00159)	3
604	Acetaminophen (DB00316)	Acetylsalicylic acid (DB00945)	2
605	Acetaminophen (DB00316)	Nimesulide (DB04743)	1
606	Acetaminophen (DB00316)	Celecoxib (DB00482)	1
607	Acetaminophen (DB00316)	Resveratrol (DB02709)	2
608	Acetaminophen (DB00316)	Resiniferatoxin (DB06515)	1
609	Acetaminophen (DB00316)	Naproxen (DB00788)	2
610	Acetaminophen (DB00316)	Thalidomide (DB01041)	1
611	Valproic acid (DB00313)	Cannabidiol (DB09061)	1
612	Valproic acid (DB00313)	Propofol (DB00818)	2
613	Valproic acid (DB00313)	Tramadol (DB00193)	1
614	Valproic acid (DB00313)	alpha-Linolenic acid (DB00132)	3
615	Valproic acid (DB00313)	Icosapent (DB00159)	3
616	Valproic acid (DB00313)	Lidocaine (DB00281)	4
617	Valproic acid (DB00313)	Resveratrol (DB02709)	2
618	Valproic acid (DB00313)	Simvastatin (DB00641)	1
619	Valproic acid (DB00313)	Pioglitazone (DB01132)	1
620	alpha-Linolenic acid (DB00132)	Cannabidiol (DB09061)	2
621	alpha-Linolenic acid (DB00132)	Tramadol (DB00193)	1
622	alpha-Linolenic acid (DB00132)	Icosapent (DB00159)	6
623	alpha-Linolenic acid (DB00132)	Resveratrol (DB02709)	2
624	alpha-Linolenic acid (DB00132)	Resiniferatoxin (DB06515)	1
625	alpha-Linolenic acid (DB00132)	Pioglitazone (DB01132)	1
626	alpha-Linolenic acid (DB00132)	Tretinoin (DB00755)	1
627	Toremifene (DB00539)	Resveratrol (DB02709)	1
628	Toremifene (DB00539)	Ethinylestradiol (DB00977)	1
629	Toremifene (DB00539)	Progesterone (DB00396)	2
630	Toremifene (DB00539)	Estradiol (DB00783)	1
631	Toremifene (DB00539)	Tamoxifen (DB00675)	2
632	Toremifene (DB00539)	Melatonin (DB01065)	1
633	Toremifene (DB00539)	Spironolactone (DB00421)	1
634	Fondaparinux (DB00569)	Tinzaparin (DB06822)	1
635	Fondaparinux (DB00569)	Apixaban (DB06605)	1
636	Fondaparinux (DB00569)	Nadroparin (DB08813)	1
637	Fondaparinux (DB00569)	Heparin (DB01109)	2
638	Fondaparinux (DB00569)	Nafamostat (DB12598)	1
639	Simvastatin (DB00641)	Rosuvastatin (DB01098)	2
640	Simvastatin (DB00641)	Cannabidiol (DB09061)	1
641	Hydroxychloroquine (DB01611)	Chloroquine (DB00608)	2
642	Argatroban (DB00278)	Suramin (DB04786)	1
643	Argatroban (DB00278)	Nafamostat (DB12598)	1
644	Roxithromycin (DB00778)	Clarithromycin (DB01211)	1
645	Trifluoperazine (DB00831)	Melatonin (DB01065)	1
646	Trifluoperazine (DB00831)	Ketamine (DB01221)	1
647	Trifluoperazine (DB00831)	Nifedipine (DB01115)	1
648	Trifluoperazine (DB00831)	Yohimbine (DB01392)	1
649	Emtricitabine (DB00879)	Tenofovir alafenamide (DB09299)	1
650	Emtricitabine (DB00879)	Tenofovir (DB14126)	1
651	Perindopril (DB00790)	Captopril (DB01197)	1
652	Perindopril (DB00790)	Enalapril (DB00584)	1
653	Perindopril (DB00790)	Moexipril (DB00691)	1
654	Perindopril (DB00790)	Fosinopril (DB00492)	1
655	Perindopril (DB00790)	Quinapril (DB00881)	1
656	Perindopril (DB00790)	Trandolapril (DB00519)	1
657	Perindopril (DB00790)	Benazepril (DB00542)	1
658	Eprosartan (DB00876)	Irbesartan (DB01029)	1
659	Eprosartan (DB00876)	Olmesartan (DB00275)	1
660	Hydrocortisone (DB00741)	Mometasone (DB00764)	1
661	Hydrocortisone (DB00741)	Betamethasone (DB00443)	1
662	Hydrocortisone (DB00741)	Prednisone (DB00635)	1
663	Hydrocortisone (DB00741)	Progesterone (DB00396)	1
664	Hydrocortisone (DB00741)	Spironolactone (DB00421)	1
665	Hydrocortisone (DB00741)	Budesonide (DB01222)	2
666	Hydrocortisone (DB00741)	Methylprednisolone (DB00959)	2
667	Hydrocortisone (DB00741)	Mometasone furoate (DB14512)	1
668	Hydrocortisone (DB00741)	Prednisolone acetate (DB15566)	1
669	Metoprolol (DB00264)	Formoterol (DB00983)	2
670	Hesperidin (DB04703)	Fostamatinib (DB12010)	1
671	Clarithromycin (DB01211)	Fluvoxamine (DB00176)	1
672	Clarithromycin (DB01211)	Erythromycin (DB00199)	1
673	Clarithromycin (DB01211)	Tamoxifen (DB00675)	1
674	Camostat (DB13729)	Nafamostat (DB12598)	1
675	Camostat (DB13729)	Aprotinin (DB06692)	1
676	Camostat (DB13729)	MM3122 (DB16737)	1
677	Sirolimus (DB00877)	Tacrolimus (DB00864)	1
678	Sirolimus (DB00877)	Fostamatinib (DB12010)	1
679	Sirolimus (DB00877)	Heparin (DB01109)	1
680	Velpatasvir (DB11613)	Ledipasvir (DB09027)	1
681	Liothyronine (DB00279)	Acetylsalicylic acid (DB00945)	1
682	Tinzaparin (DB06822)	Nadroparin (DB08813)	1
683	Tinzaparin (DB06822)	Heparin (DB01109)	1
684	Cannabidiol (DB09061)	Celecoxib (DB00482)	1
685	Cannabidiol (DB09061)	Progesterone (DB00396)	1
686	Cannabidiol (DB09061)	Spironolactone (DB00421)	4
687	Cannabidiol (DB09061)	Nifedipine (DB01115)	3
688	Cannabidiol (DB09061)	Sevoflurane (DB01236)	1
689	Cannabidiol (DB09061)	Naltrexone (DB00704)	2
690	Cannabidiol (DB09061)	Levomenthol (DB00825)	3
691	Cannabidiol (DB09061)	Tramadol (DB00193)	4
692	Cannabidiol (DB09061)	Icosapent (DB00159)	4
693	Cannabidiol (DB09061)	Defibrotide (DB04932)	1
694	Cannabidiol (DB09061)	Acetylsalicylic acid (DB00945)	2
695	Cannabidiol (DB09061)	Resveratrol (DB02709)	3
696	Cannabidiol (DB09061)	Nimesulide (DB04743)	1
697	Cannabidiol (DB09061)	Resiniferatoxin (DB06515)	1
698	Cannabidiol (DB09061)	Pioglitazone (DB01132)	1
699	Cannabidiol (DB09061)	Oxycodone (DB00497)	2
700	Cannabidiol (DB09061)	Naproxen (DB00788)	2
701	Cannabidiol (DB09061)	Thalidomide (DB01041)	1
702	Cannabidiol (DB09061)	Morphine (DB00295)	2
703	Cannabidiol (DB09061)	Ketamine (DB01221)	5
704	Cannabidiol (DB09061)	Rosuvastatin (DB01098)	1
705	Cannabidiol (DB09061)	Yohimbine (DB01392)	2
706	Tramadol (DB00193)	Levomenthol (DB00825)	1
707	Tramadol (DB00193)	Fluvoxamine (DB00176)	1
708	Tramadol (DB00193)	Propofol (DB00818)	1
709	Tramadol (DB00193)	Defibrotide (DB04932)	1
710	Tramadol (DB00193)	Icosapent (DB00159)	1
711	Tramadol (DB00193)	Aprepitant (DB00673)	1
712	Tramadol (DB00193)	Resiniferatoxin (DB06515)	1
713	Tramadol (DB00193)	Oxycodone (DB00497)	3
714	Tramadol (DB00193)	Progesterone (DB00396)	1
715	Tramadol (DB00193)	Morphine (DB00295)	3
716	Tramadol (DB00193)	Dexmedetomidine (DB00633)	1
717	Tramadol (DB00193)	Ketamine (DB01221)	10
718	Tramadol (DB00193)	Yohimbine (DB01392)	4
719	Tramadol (DB00193)	Naltrexone (DB00704)	3
720	Prednisone (DB00635)	Mometasone (DB00764)	1
721	Prednisone (DB00635)	Betamethasone (DB00443)	1
722	Prednisone (DB00635)	Progesterone (DB00396)	1
723	Prednisone (DB00635)	Spironolactone (DB00421)	1
724	Prednisone (DB00635)	Budesonide (DB01222)	1
725	Prednisone (DB00635)	Methylprednisolone (DB00959)	1
726	Prednisone (DB00635)	Mometasone furoate (DB14512)	1
727	Prednisone (DB00635)	Prednisolone acetate (DB15566)	1
728	Imatinib (DB00619)	Fostamatinib (DB12010)	7
729	Resiniferatoxin (DB06515)	Icosapent (DB00159)	1
730	Celecoxib (DB00482)	Acetylsalicylic acid (DB00945)	1
731	Celecoxib (DB00482)	Naproxen (DB00788)	1
732	Celecoxib (DB00482)	Thalidomide (DB01041)	1
733	Celecoxib (DB00482)	Nimesulide (DB04743)	1
734	Celecoxib (DB00482)	Fostamatinib (DB12010)	1
735	Celecoxib (DB00482)	Icosapent (DB00159)	1
736	Celecoxib (DB00482)	Resveratrol (DB02709)	1
737	Primaquine (DB01087)	Melatonin (DB01065)	1
738	Primaquine (DB01087)	Resveratrol (DB02709)	1
739	Fluvoxamine (DB00176)	Erythromycin (DB00199)	1
740	Fluvoxamine (DB00176)	Tamoxifen (DB00675)	1
741	Tenofovir alafenamide (DB09299)	Tenofovir (DB14126)	3
742	Propofol (DB00818)	Sevoflurane (DB01236)	16
743	Propofol (DB00818)	Lidocaine (DB00281)	1
744	Propofol (DB00818)	Midazolam (DB00683)	16
745	Nadroparin (DB08813)	Heparin (DB01109)	2
746	Nadroparin (DB08813)	Acetylsalicylic acid (DB00945)	1
747	Nicotinamide (DB02701)	Artenimol (DB11638)	1
748	Nicotinamide (DB02701)	Suramin (DB04786)	1
749	Mefloquine (DB00358)	Defibrotide (DB04932)	1
750	Dexmedetomidine (DB00633)	Yohimbine (DB01392)	1
751	Mometasone (DB00764)	Betamethasone (DB00443)	1
752	Mometasone (DB00764)	Progesterone (DB00396)	2
753	Mometasone (DB00764)	Spironolactone (DB00421)	2
754	Mometasone (DB00764)	Budesonide (DB01222)	1
755	Mometasone (DB00764)	Norelgestromin (DB06713)	1
756	Mometasone (DB00764)	Methylprednisolone (DB00959)	1
757	Mometasone (DB00764)	Mometasone furoate (DB14512)	2
758	Mometasone (DB00764)	Prednisolone acetate (DB15566)	1
759	Heparin (DB01109)	Fostamatinib (DB12010)	2
760	Heparin (DB01109)	Thalidomide (DB01041)	1
761	Heparin (DB01109)	Apixaban (DB06605)	1
762	Heparin (DB01109)	Nafamostat (DB12598)	1
763	Levomenthol (DB00825)	Oxycodone (DB00497)	1
764	Levomenthol (DB00825)	Progesterone (DB00396)	1
765	Levomenthol (DB00825)	Morphine (DB00295)	1
766	Levomenthol (DB00825)	Spironolactone (DB00421)	9
767	Levomenthol (DB00825)	Ketamine (DB01221)	1
768	Levomenthol (DB00825)	Nifedipine (DB01115)	4
769	Levomenthol (DB00825)	Diltiazem (DB00343)	1
770	Levomenthol (DB00825)	Naltrexone (DB00704)	1
771	Cyanocobalamin (DB00115)	Thimerosal (DB11590)	1
772	Cyanocobalamin (DB00115)	Mecobalamin (DB03614)	1
773	Zanubrutinib (DB15035)	Fostamatinib (DB12010)	15
774	Zanubrutinib (DB15035)	Acalabrutinib (DB11703)	1
775	Zanubrutinib (DB15035)	Abivertinib (DB15327)	2
776	Zanubrutinib (DB15035)	Ibrutinib (DB09053)	1
777	Zanubrutinib (DB15035)	Lidocaine (DB00281)	1
778	Mecobalamin (DB03614)	Thimerosal (DB11590)	1
779	Quinapril (DB00881)	Captopril (DB01197)	1
780	Quinapril (DB00881)	Enalapril (DB00584)	1
781	Quinapril (DB00881)	Moexipril (DB00691)	1
782	Quinapril (DB00881)	Fosinopril (DB00492)	1
783	Quinapril (DB00881)	Trandolapril (DB00519)	1
784	Quinapril (DB00881)	Benazepril (DB00542)	1
785	Abivertinib (DB15327)	Fostamatinib (DB12010)	2
786	Abivertinib (DB15327)	Acalabrutinib (DB11703)	1
787	Abivertinib (DB15327)	Ibrutinib (DB09053)	1
788	Abivertinib (DB15327)	Lidocaine (DB00281)	1
789	Captopril (DB01197)	Enalapril (DB00584)	1
790	Captopril (DB01197)	Moexipril (DB00691)	1
791	Captopril (DB01197)	Fosinopril (DB00492)	1
792	Captopril (DB01197)	Trandolapril (DB00519)	1
793	Captopril (DB01197)	Benazepril (DB00542)	1
794	Brequinar (DB03523)	Atovaquone (DB01117)	1
795	Norelgestromin (DB06713)	Artenimol (DB11638)	1
796	Norelgestromin (DB06713)	Progesterone (DB00396)	2
797	Norelgestromin (DB06713)	Tamoxifen (DB00675)	1
798	Norelgestromin (DB06713)	Spironolactone (DB00421)	2
799	Norelgestromin (DB06713)	Mometasone furoate (DB14512)	1
800	Norelgestromin (DB06713)	Enzalutamide (DB08899)	1
801	Ethinylestradiol (DB00977)	Piperine (DB12582)	1
802	Ethinylestradiol (DB00977)	Tamoxifen (DB00675)	2
803	Ethinylestradiol (DB00977)	Resveratrol (DB02709)	2
804	Ethinylestradiol (DB00977)	Progesterone (DB00396)	1
805	Ethinylestradiol (DB00977)	Vitamin E (DB00163)	1
806	Ethinylestradiol (DB00977)	Melatonin (DB01065)	1
807	Ethinylestradiol (DB00977)	Spironolactone (DB00421)	1
808	Ethinylestradiol (DB00977)	Nifedipine (DB01115)	1
809	Ethinylestradiol (DB00977)	Estradiol (DB00783)	2
810	Finasteride (DB01216)	Dutasteride (DB01126)	2
811	Finasteride (DB01216)	Spironolactone (DB00421)	2
812	Fostamatinib (DB12010)	Metformin (DB00331)	1
813	Fostamatinib (DB12010)	Vitamin E (DB00163)	1
814	Fostamatinib (DB12010)	Acalabrutinib (DB11703)	1
815	Fostamatinib (DB12010)	Ibrutinib (DB09053)	1
816	Fostamatinib (DB12010)	Tamoxifen (DB00675)	5
817	Fostamatinib (DB12010)	Lidocaine (DB00281)	1
818	Fostamatinib (DB12010)	Acetylsalicylic acid (DB00945)	12
819	Fostamatinib (DB12010)	Resveratrol (DB02709)	2
820	Fostamatinib (DB12010)	Thalidomide (DB01041)	1
821	Lidocaine (DB00281)	Progesterone (DB00396)	1
822	Lidocaine (DB00281)	Thalidomide (DB01041)	2
823	Suramin (DB04786)	Nafamostat (DB12598)	1
824	Tirofiban (DB00775)	Resveratrol (DB02709)	1
825	Ketamine (DB01221)	Aprepitant (DB00673)	1
826	Ketamine (DB01221)	Oxycodone (DB00497)	3
827	Ketamine (DB01221)	Progesterone (DB00396)	1
828	Ketamine (DB01221)	Morphine (DB00295)	3
829	Ketamine (DB01221)	Citrulline (DB00155)	1
830	Ketamine (DB01221)	Yohimbine (DB01392)	7
831	Ketamine (DB01221)	Naltrexone (DB00704)	3
832	Isotretinoin (DB00982)	Tretinoin (DB00755)	2
833	Ibrutinib (DB09053)	Acalabrutinib (DB11703)	1
834	Fingolimod (DB08868)	Ozanimod (DB12612)	2
835	Benazepril (DB00542)	Enalapril (DB00584)	1
836	Benazepril (DB00542)	Moexipril (DB00691)	1
837	Benazepril (DB00542)	Fosinopril (DB00492)	1
838	Benazepril (DB00542)	Trandolapril (DB00519)	1
839	Moxifloxacin (DB00218)	Etoposide (DB00773)	1
840	Moxifloxacin (DB00218)	Levofloxacin (DB01137)	2
841	Midazolam (DB00683)	Sevoflurane (DB01236)	16
842	Enzalutamide (DB08899)	Progesterone (DB00396)	1
843	Enzalutamide (DB08899)	Tamoxifen (DB00675)	1
844	Enzalutamide (DB08899)	Spironolactone (DB00421)	1
845	Sitagliptin (DB01261)	Linagliptin (DB08882)	1
846	Acetylsalicylic acid (DB00945)	Metformin (DB00331)	1
847	Acetylsalicylic acid (DB00945)	Ambrisentan (DB06403)	1
848	Acetylsalicylic acid (DB00945)	Icosapent (DB00159)	2
849	Acetylsalicylic acid (DB00945)	Nimesulide (DB04743)	1
850	Acetylsalicylic acid (DB00945)	Resveratrol (DB02709)	2
851	Acetylsalicylic acid (DB00945)	Bardoxolone methyl (DB05983)	1
852	Acetylsalicylic acid (DB00945)	Naproxen (DB00788)	2
853	Acetylsalicylic acid (DB00945)	Thalidomide (DB01041)	1
854	Erythromycin (DB00199)	Tamoxifen (DB00675)	1
855	Melatonin (DB01065)	Tamoxifen (DB00675)	1
856	Melatonin (DB01065)	Resveratrol (DB02709)	4
857	Melatonin (DB01065)	Levocarnitine (DB00583)	1
858	Melatonin (DB01065)	Progesterone (DB00396)	1
859	Melatonin (DB01065)	Nifedipine (DB01115)	1
860	Melatonin (DB01065)	Estradiol (DB00783)	1
861	Vitamin A (DB00162)	Tretinoin (DB00755)	2
862	Olmesartan (DB00275)	Irbesartan (DB01029)	1
863	Moexipril (DB00691)	Enalapril (DB00584)	1
864	Moexipril (DB00691)	Fosinopril (DB00492)	1
865	Moexipril (DB00691)	Trandolapril (DB00519)	1
866	Estradiol (DB00783)	Piperine (DB12582)	1
867	Estradiol (DB00783)	Tamoxifen (DB00675)	3
868	Estradiol (DB00783)	Resveratrol (DB02709)	2
869	Estradiol (DB00783)	Progesterone (DB00396)	2
870	Estradiol (DB00783)	Vitamin E (DB00163)	1
871	Estradiol (DB00783)	Spironolactone (DB00421)	1
872	Estradiol (DB00783)	Nifedipine (DB01115)	1
873	Ascorbic acid (DB00126)	Disulfiram (DB00822)	1
874	Piperine (DB12582)	Resveratrol (DB02709)	1
875	Piperine (DB12582)	Tamoxifen (DB00675)	1
876	Piperine (DB12582)	Vitamin E (DB00163)	1
877	Piperine (DB12582)	Spironolactone (DB00421)	1
878	Piperine (DB12582)	Nifedipine (DB01115)	1
879	Pioglitazone (DB01132)	Icosapent (DB00159)	1
880	Pioglitazone (DB01132)	Resveratrol (DB02709)	1
881	Betamethasone (DB00443)	Progesterone (DB00396)	1
882	Betamethasone (DB00443)	Spironolactone (DB00421)	1
883	Betamethasone (DB00443)	Budesonide (DB01222)	1
884	Betamethasone (DB00443)	Methylprednisolone (DB00959)	1
885	Betamethasone (DB00443)	Mometasone furoate (DB14512)	1
886	Betamethasone (DB00443)	Prednisolone acetate (DB15566)	1
887	Nimesulide (DB04743)	Naproxen (DB00788)	1
888	Nimesulide (DB04743)	Thalidomide (DB01041)	1
889	Nimesulide (DB04743)	Icosapent (DB00159)	1
890	Nimesulide (DB04743)	Resveratrol (DB02709)	1
891	Apixaban (DB06605)	Nafamostat (DB12598)	1
892	Resveratrol (DB02709)	Vitamin E (DB00163)	2
893	Resveratrol (DB02709)	Progesterone (DB00396)	1
894	Resveratrol (DB02709)	Spironolactone (DB00421)	1
895	Resveratrol (DB02709)	Nifedipine (DB01115)	1
896	Resveratrol (DB02709)	Artenimol (DB11638)	1
897	Resveratrol (DB02709)	Tamoxifen (DB00675)	2
898	Resveratrol (DB02709)	Omeprazole (DB00338)	1
899	Resveratrol (DB02709)	Icosapent (DB00159)	4
900	Resveratrol (DB02709)	Deferoxamine (DB00746)	1
901	Resveratrol (DB02709)	Naproxen (DB00788)	2
902	Resveratrol (DB02709)	Thalidomide (DB01041)	1
903	Artenimol (DB11638)	Cyclosporine (DB00091)	1
904	Prednisolone acetate (DB15566)	Progesterone (DB00396)	1
905	Prednisolone acetate (DB15566)	Spironolactone (DB00421)	1
906	Prednisolone acetate (DB15566)	Budesonide (DB01222)	1
907	Prednisolone acetate (DB15566)	Methylprednisolone (DB00959)	1
908	Prednisolone acetate (DB15566)	Mometasone furoate (DB14512)	1
909	Chloroquine (DB00608)	Thalidomide (DB01041)	1
910	Nifedipine (DB01115)	Tamoxifen (DB00675)	1
911	Nifedipine (DB01115)	Diltiazem (DB00343)	1
912	Nifedipine (DB01115)	Vitamin E (DB00163)	1
913	Nifedipine (DB01115)	Spironolactone (DB00421)	8
